"index","word","meaning","meaning2","note","category"
"1718","아무리 비싸도 제가 사 줄게요.","No matter how expensive it is, I’ll buy it for you.","","","dif5"
"1719","아무리 학생이라도 공부만 하는 건 아니에요.","Even students don’t always study.","","","dif5"
"1720","어떻게 해요? 지갑 안에 뭐가 들어 있었어요?","What will you do? Was there anything inside the wallet?","","","dif5"
"1721","학교 앞에 광고가 붙어 있었어요.","There was an advertisement put up in front of school.","","","dif5"
"1722","문이 닫혀 있어요.","It's closed.","","","dif5"
"1723","우리는 작년부터 사귀게 되었습니다.","We started dating last year.","","","dif5"
"1724","나는 한국 회사에서 일하게 되었습니다.","I ended up working at a Korean company.","Things happened so that I came to work for a Korean company.","","dif5"
"1725","나는 그 여자를 사랑하게 되었습니다.","I ended up falling in love with her.","","","dif5"
"1726","언제부터 한국말을 잘하게 되었습니까?","Since when are you so good at Korean?","When did you become good at Korean?","","dif5"
"1727","네, 그런데 전화하니까 안 받아요.","Yes, I called but he did not answer.","","","dif5"
"1728","어제 백화점에 가니까 세일을 하고 있었어요.","I went to the department store yesterday and saw they were having a sale.","","","dif5"
"1729","맥주를 열 병이나 마셨어요.","I drank no less than 10 bottles.","","","dif5"
"1730","5대나 있어요.","He's got five (cars).","","","dif5"
"1731","눈이 나쁘군요.","Your vision is bad indeed.","","'-군요' is an ending that is used to express surprise. '-네요' is also used for a similar purpose and it is slightly more common, but '-네요' cannot be used when you are surprised at what someone tells you. '-군요' can be used in such a situation.","dif5"
"1732","아이스크림을 좋아하는군요.","You really like ice cream!","","'-군요' is attached to descriptive verbs, and '-는군요' is attached to action verbs.","dif5"
"1733","감기에 걸렸군요.","I see you've caught a cold.","","","dif5"
"1734","집에 오다가 친구를 만났어요.","On my way home, I met a friend.","While coming home, I bumped into a friend.","'-다가' is attached directly to the stem of the verb. This construction is used if the first action was interrupted by the second action. (Sometimes the first action continues after the second action has happened.) Both sentence parts must have the same subject.","dif5"
"1735","텔레비전을 보다가 잠이 들었어요.","I was watching television and I fell asleep.","I fell asleep while watching TV.","잠이 들다 - to fall asleep","dif5"
"1736","여행을 하다가 감기에 걸렸어요.","I was traveling and I caught a cold.","I caught a cold while traveling.","","dif5"
"1737","서울에서 살다가 제주도로 이사 갔어요.","I was living in Seoul and then I moved to Jeju Island.","","","dif5"
"1738","뭐 하다가 왔어요?","What were you doing before coming here?","","","dif5"
"1739","집에서 공부하다가 나왔어요.","I was studying at home and came outside.","I was studying at home before I came outside.","'-다가' shows that the first action happened right before the second action. Sometimes '다가' is shortened to '다'.","dif5"
"1740","밥 먹다가 전화를 받았어요.","I was eating when I received the phone call.","","","dif5"
"1741","밖에 있다가 들어왔어요.","I was outside and came inside.","","","dif5"
"1742","어디에 있다가 지금 왔어요?","Where were you before you came here now?","Where have you been?","","dif5"
"1743","일하다가 잠깐 쉬고 있어요.","I’m taking a short break from work.","","","dif5"
"1744","집에 가니까 아무도 없었습니다.","I went home but nobody was there.","I went home and discovered that no-one was there.","","dif5"
"1745","자세히 보니까 아는 사람이었습니다.","I looked closely and realized it's someone I know.","","자세히 - in detail","dif5"
"1746","나는 그분을 만난 적이 있습니다.","I've already met him before.","","","dif5"
"1747","그래요? 부디 씨는 정말 돈이 많군요.","Really? Budi really does have a lot of money!","","","dif5"
"1748","정말 비가 오는군요. 우산이 없는데 어떻게 하죠?","Wow, it's really raining. I don't have an umbrella so what shall I do?","","","dif5"
"1749","제가 어제 말한 것처럼 했어요?","Did you do it like I said yesterday?","","","dif5"
"1750","오늘은 일요일같은 월요일이에요.","Today is a Monday that feels like a Sunday.","","","dif5"
"1751","왜 집을 요새처럼 만들었어요?","Why did you make your house like a fortress?","","","dif5"
"1752","바보처럼 정말 그 말을 믿었어요?","Did you really believe that like a fool?","","","dif5"
"1753","우리는 다섯 시 반에 시작하는 4회 표를 가지고 있었기 때문에 바로 들어갈 수 있었습니다.","We had tickets to the 4th show at 5:30 so we could go right in.","","표 - ticket, 바로 - directly","dif5"
"1754","제가 그 집에 갔을 때 문이 열려 있었어요.","When I went to the house, the door was open.","","열리다 - to be open","dif5"
"1755","이 골목은 막혀 있는 것 같아요.","This alley seems to be blocked.","","골목 - alley","dif5"
"1756","공원에 장미꽃이 피어 있어요.","The roses in the park are in bloom.","","","dif5"
"1757","달력이 벽에 걸려 있습니다.","The calendar is hung on the wall.","","","dif5"
"1758","그 사람 지금 한국에 가 있습니다.","He (has gone to and) is in Korea right now.","","","dif5"
"1759","일주일에 한 번씩 영화를 봐요.","I watch a movie once a week.","","""'-씩' is a particle that means """"each, apiece"""". It is usually attached to counters.""","dif5"
"1760","이 약은 한 번에 두 알씩 드세요.","Take two pills at a time.","","약 - medicine, 알 - pill","dif5"
"1761","한 사람 앞에 세 장씩 나눠 드려.","Give out three sheets for each person.","","나누다 - to distribute","dif5"
"1762","전화번호는 한 자리씩 읽는다.","Phone numbers are read digit by digit.","","","dif5 plain"
"1763","살을 빼려고 매일 세 시간씩 운동을 해요.","I exercise three hours a day to try to lose weight.","","'-려고' means 'in order to' or 'so that'.","dif5"
"1764","아내에게 주려고 선물을 샀어요.","I bought a present to give to my wife.","","","dif5"
"1765","잠을 자지 않으려고 커피를 5잔이나 마셨어요.","I drank five cups of coffee so that I wouldn't go to sleep.","","","dif5"
"1766","부모님 말씀 잘 들어라.","Listen (well) to your parents.","","'-아/어라' is the imperative ending of the plain speech style. It is used to speak to close friends or younger people.","dif5 plain"
"1767","어서 학교에 가라.","Go (quickly) to school.","","","dif5 plain"
"1768","열심히 공부해라.","Study hard.","","","dif5 plain"
"1769","떠들지 마라.","Don't make noise.","","'마라' is the irregular form of '말다'.","dif5 plain"
"1770","노래를 잘 하시는군요.","You can really sing well.","","","dif5 honorific"
"1771","그렇군요.","I see.","So it's like that.","","dif5"
"1772","이건 재미없군요.","It's not interesting.","","","dif5"
"1773","그 사람이 유명한 가수였군요.","So he was a famous singer.","","","dif5"
"1774","그러면 그분도 오시겠군요.","Then she will probably come as well.","","","dif5 honorific"
"1775","이건 아주 좋은 컴퓨터군요.","I see this is a very good computer.","","","dif5"
"1776","학생 아니면 선생님이에요.","He's a student or a teacher.","","""There are different types of """"or"""" in English. When you say """"I will do this or that"""", you mean that either action is possible and you will choose one. For this kind of """"or"""", Koreans use '-이나' and '거나'. But in this example, you cannot choose whether this person is a student or a teacher, you simply don't know. In this case Koreans use '아니면'. It means """"if not...""""""","dif5"
"1777","집에 갈 거예요? 아니면 친구를 만날 거예요?","Are you going to go home? Or are you going to meet a friend?","","'아니면' can also connect two sentences when they are questions.","dif5"
"1778","이거 살 거예요? 아니면 다른 거 살 거예요?","Are you going to buy this or something else?","","","dif5"
"1779","오늘 비가 올 거라고 했어요.","They said that it would rain today.","","","dif5 reported_speech"
"1780","그 사람은 내일 다시 올 거라고 했어요.","He said he would come again tomorrow.","","","dif5 reported_speech"
"1781","생일 파티를 할 거라고 들었어요.","I heard that they are going to have a birthday party.","","","dif5 reported_speech"
"1782","이사했다고 들었어요.","I heard that you moved.","","","dif5 reported_speech"
"1783","어제 그 영화 봤다고 했어요?","Did you say that you saw that movie yesterday?","","","dif5 reported_speech"
"1784","어제 친구들한테 영화 볼 거라고 했어요?","Did you tell your friends yesterday that you would watch a movie?","","","dif5 reported_speech"
"1785","내일 다시 올 거라고 말해 주세요.","Please tell them that I will come again tomorrow.","","","dif5 reported_speech"
"1786","다음 주에 끝날 거라고 했잖아요.","Come on, you said that it would end next week.","","","dif5 reported_speech"
"1787","여자 친구한테 주려고 선물을 샀어요.","I bought a present for my girlfriend.","","","dif5"
"1788","신문을 읽으려고 책상 앞에 앉았습니다.","I sat at a desk in order to read a newspaper.","","","dif5"
"1789","쉬는 날에는 아내를 도와주기도 해요.","On days off I also help my wife.","","","dif5"
"1790","저도 전에는 술을 마시기도 하고 담배를 피우기도 했어요.","Before I drank and smoked, too.","","","dif5"
"1791","철수가 지금 집에 없을 것 같아요.","Cheolsu is probably not at home right now.","","The future form '없을' indicates an assumption in this case, not the future.","dif5"
"1792","어제 거기에 사람이 많이 왔을 것 같아요.","Seems like many people came there yesterday.","","","dif5"
"1793","내가 그 여자와 결혼할 수 있으면 얼마나 좋을까!","It would be so good if I could marry her.","","'얼마나' is not a question in this case, it's an exclamation.","casual dif5"
"1794","날씨가 춥다가 갑자기 따뜻해졌어요.","The weather was cold, but then it suddenly became warm.","","","dif5"
"1795","방 청소를 하다가 바닥에서 돈을 주웠어요.","I was cleaning the room and picked up money from the floor.","","줍다 - to pick up","dif5 irregular"
"1796","이 사람 밥 먹다가 어디 갔어요?","Where did he go without finishing his meal?","","","dif5"
"1797","비가 오다가 조금 전에 그쳤어요.","It was raining and it only stopped a while ago.","","","dif5"
"1798","저 사람 여기 왜 왔지요?","Why did he come here?","","This is a different usage of the '-지요' ending. It's used to make the sentence more gentle and intimate. It can be used in questions, commands and suggestions.","dif5"
"1799","이리 들어오시지요.","Come in here.","","","dif5"
"1800","같이 가시지요.","Let's go together.","","","dif5 honorific"
"1801","일요일에도 우리는 축구나 야구를 하려고 학교에 갔습니다.","We went to school even on Sundays so that we could play football or baseball.","","","dif5"
"1802","아이들하고 축구를 하고 있을 때 우리는 행복했습니다.","We were happy when we were playing football with other kids.","","","dif5"
"1803","방학 때 저는 친구들하고 아침부터 저녁까지 농구를 하기도 했습니다.","During the school holidays, there were even times when my friends and I played basketball all day long.","","","dif5"
"1804","당신 목소리를 들으려고 전화했어요.","I called so that I could hear your voice.","","","dif5"
"1805","자려고 누웠는데 잠이 안 와요.","Even though I've lain down in bed, I can't fall asleep.","","","dif5"
"1806","여기 앉아도 될까요?","Would you mind if I sit here?","I wonder if I can sit here?","","dif5"
"1807","창문 닫아도 될까요?","Would you mind if I closed the window?","","","dif5"
"1808","조금 기다려 주실래요?","Do you mind waiting for a bit?","","","dif5"
"1809","한 번 더 설명해 주실래요?","Do you mind explaining one more time?","","","dif5"
"1810","조용히 하라고 말해 주세요.","Please tell her to be quiet.","Please tell them to be quiet","'-(으)라고 하다' is the construction for reported orders.","dif5 reported_speech"
"1811","누가 가라고 했어요?","Who told you to go?","","","dif5 reported_speech"
"1812","어디로 오라고 했어요?","Where did they ask you to come?","","","dif5 reported_speech"
"1813","효진 씨한테 주라고 했어요.","I told them to give that to Hyojin.","","","dif5 reported_speech"
"1814","저는 유학 온 게 아니라 일하러 왔어요.","I came here to work, not to study.","","","dif5"
"1815","저는 한국 문화에 대해서 관심이 많아요.","I'm very interested in the Korean culture.","","문화 - culture, 관심 - interest","dif5"
"1816","이치로 씨는 한국의 명절에 대해서 알아요?","Chiro, do you know about Korean national holidays?","","명절 - national holiday","dif5"
"1817","내년에 대학교에 들어가려고 공부하고 있어요.","I'm studying so that I can get into a university next year.","","","dif5"
"1818","미국이 아니라 프랑스에서 왔어요.","I am from France, not from the U.S.","","Note that even though the correct country is marked with the location particle, the negated one has the subject marking particle.","dif5"
"1819","노래 동아리에 대해서 알고 싶어서 왔어요.","I came because I wanted to find out more about the singing club.","","","dif5"
"1820","직업은 회사원이고 한국에 온 지 1년이 되었습니다.","I work for a company and I came to Korea one year ago.","","","dif5"
"1821","지금부터 우리 반 친구들에 대해서 소개하려고 합니다.","I'm going to tell you about my classmates now.","","","dif5"
"1822","한국말을 배워 가지고 한국 회사에 취직을 할 거예요?","Will you get a job at a Korean company once you learn Korean?","","'-아/어 가지고' indicates doing (by the same subject) the second action after the first one is completed. It is similar to and can often be replaced with the '-아/어서' form. It is used often in the spoken Korean and sometimes is shortened to '아/어 갖고'.","dif5"
"1823","햄버거를 사 가지고 차에서 먹었습니다.","I bought a hamburger and ate it in the car.","","","dif5"
"1824","피곤해 가지고 일찍 잤습니다.","I was tired so I went to bed early.","","'-아/어 가지고' also has a second usage - it can indicate the reason why the speaker did something.","dif5"
"1825","배불러 가지고 도저히 더 못 먹겠어요.","My stomach is so full that I couldn't possibly eat any more.","","도저히 - no way","dif5"
"1826","수업 시간에 졸려 가지고 혼났어요.","I was so sleepy during class that I had a really hard time.","","","dif5"
"1827","이렇게 하면 돼요?","Would this be okay?","If I do it like this, will it be fine?","","dif5"
"1828","승리 공원에 가려면 이 버스를 타면 됩니다.","You need to only take this bus if you want to go to the Victory Park.","All you need to do in order to get to the Victory Park is take this bus.","","dif5"
"1829","어떻게 하면 한국말을 그렇게 잘할 수 있습니까?","What should I do in order to speak Korean so well?","How can I learn to speak Korean so well?","","dif5"
"1830","한국 여자 친구를 사귀면 됩니다.","All you need to do is get a Korean girlfriend.","It's enough to get a Korean girlfriend.","","dif5"
"1831","내일 거기 갈까, 말까?","Should we go there tomorrow or not?","","","casual dif5"
"1832","그것 말고 다른 것은 없어요?","Do you have anything besides that?","","","dif5"
"1833","이제 나가도 좋습니다.","Now you may go out.","","""""""-도 좋다"""" is the same as """"-도 되다"""".""","dif5"
"1834","수업 중에 선생님 말은 잘 알겠지만 다른 사람 말은 잘 못 알아듣겠어요.","I can understand what the teacher says during class, but I can't understand what other people say.","","","dif5"
"1835","한국에 온 지 얼마 안 돼서 그럴 거예요.","It's probably because you haven't been in Korea long.","","","dif5"
"1836","이대역에서 압구정동까지 사십 분 정도 걸리지요?","It takes 40 minutes to get from Ewha univ. to Apgujeong, right?","","정도 - extent, degree, 이대 = 이화여자대학교","dif5"
"1837","오늘부터 2급반을 가르치게 되었어요.","I will be teaching the level two class from today.","","","dif5"
"1838","여러분을 알게 되어 참 기쁩니다.","I am very happy to meet you all.","","","dif5"
"1839","나라마다 국기가 달라요.","Every country has a different flag.","","국기 - flag","dif5"
"1840","그것보다 시계를 선물하면 어떨까요?","(Your ideas are not bad but) What do you think about a watch as a present?","","If a sentence starts with '그것보다', it means that the speaker thinks he has a better idea. In some other cases it indicates that the speaker wants to change the subject to something more important or pressing.","dif5"
"1841","한 달만 있으면 휴가예요.","My vacation will start in just one month.","","""""""<i>Time period</i> + 있으면 + 이다"""" - """"in <i>time period</i>""""""","dif5"
"1842","수진 씨 덕분에 여행 준비가 빨리 끝났어요.","Thanks to you, the preparation for my trip didn't take a long time.","","덕분에 - thanks to (you)","dif5"
"1843","600원짜리 음료수","a drink that costs 600 won","a drink worth 600 won","""""""-짜리"""" means """"worth"""" and also other adjectives depending on the context. It's usually attached to counters. Expressions such as """"1000 won bill"""", """"5 year old child"""", """"90 minute long movie"""" would all use 짜리.""","dif5"
"1844","오천 원짜리밖에 없는데 큰일 났군요.","It's a big problem because I only have a 5,000 won bill.","","큰일 - serious matter","dif5"
"1845","콜라 1.5l짜리 한 병 주세요.","I'd like a 1.5l bottle of coke.","","","dif5"
"1846","2박 3일 정도가 좋겠어요.","Something like two nights and three days would be good.","","","dif5"
"1847","생일 케이크예요. 오늘 회사 동료의 생일 파티가 있거든요.","It's a birthday cake. A colleague of mine has a birthday party today.","","""The """"-거든요"""" ending is used when you want to give an explanation or a reason for something mentioned before. It can also be used to answer """"Why?"""" questions. The information in the sentence is usually something the listener doesn't know.""","dif5"
"1848","오늘은 수업이 끝난 후에 공항에 가야 해요. 부모님이 한국에 오시거든요.","I have to go to the airport after my classes end today. My parents are coming to Korea.","","""""""-거든요"""" is mostly used in speech, not writing, and generally in informal settings.""","dif5"
"1849","보통 할인 마트나 시장에서 사요. 백화점은 좀 비싸거든요.","I usually buy them in a discount store or at a market. Department stores are a bit expensive.","","","dif5"
"1850","저도 모르겠어요. 저 방금 왔거든요.","I don’t know either. I just got here.","","","dif5"
"1851","제가 지금 돈이 없거든요. 만원만 빌려 주세요.","I don’t have any money now. Could you lend me 10,000 won?","","This is a different usage of '거든요'. Here it indicates that a new topic has been introduced and will be continued in the following sentence(s).","dif5"
"1852","지난 주에 제주도에 갔거든요. 그런데 계속 비가 왔어요.","I went to Jeju Island last week, but it kept raining.","","","dif5"
"1853","아까 효진 씨 만났거든요. 그런데 이상한 말을 했어요.","I met Hyojin earlier, and she said something strange.","","","dif5"
"1854","필요 없거든요!","I don’t need it!","","This ending can also be used to emphasize your sentence when you're angry or upset. You'll hear this often in K-dramas.","dif5"
"1855","약을 이틀 정도 먹으면 나을 겁니다.","It will get better if you take the medicine for two days.","","","dif5"
"1856","사람이 많은 곳은 피하도록 하십시오.","Be sure to avoid places with many people.","","'-도록 하다' can be used to make gentler, softer suggestions than -세요 or -십시오. The construction '-도록 하겠습니다' can be used in the response.","dif5"
"1857","기침을 하거나 재채기를 하시는 분들은 외출할 때 반드시 마스크를 쓰도록 하세요.","If you are coughing or sneezing, wear a mask when you go out.","","","dif5"
"1858","친구가 좋은 가구점을 소개해 준 덕분에 마음에 드는 걸 샀어요.","I was able to bought things I like thanks to a furniture store my friend told me about.","","","dif5"
"1859","선생님께서 잘 가르쳐 주신 덕분에 한국말을 빨리 배웠어요.","I learned Korean so quickly thanks to my very good teacher.","","","dif5"
"1860","면바지에 셔츠를 입고 안경을 쓴 사람이 철수 씨예요.","The one wearing cotton pants, a shirt, and glasses is Cheolsu.","","""Note the """"바지에""""""","dif5"
"1861","사람마다 좋아하는 것이 모두 다르니까요.","(Because) Every person likes different things.","","","dif5"
"1862","이 어린이는 하얀 얼굴에 짧은 머리를 하고 있습니다.","This child has a white face and short hair.","","","dif5"
"1863","왜냐하면 그 사람의 외모는 내가 원하는 이상형과 달랐기 때문이다.","It was because he looked different than my ideal type.","","","dif5 plain"
"1864","올해도 벌써 반이나 지났어요.","Half of the year has already passed.","","","dif5"
"1865","한국에서 안 가 본 곳이 많으니까 저는 아무 데나 다 괜찮아요.","There are many places in Korea that I haven't been to so I can go anywhere.","","","dif5"
"1866","음식은 4인분 정도 준비하면 되겠지요?","Preparing four portions of food should be enough, right?","","","dif5"
"1867","네 명이 넘게 오니까 모자랄 것 같은데요.","I think it won't be enough. More than four people are coming.","","모자라다 - to be insufficient","dif5"
"1868","아무나 할 수 있는 선물이 아니라 우리들만 해 줄 수 있는 선물을 주고 싶어요.","I want to give her something unique from us, not something anyone can buy.","","","dif5"
"1869","일본으로 해서 호주에 가면 교통비를 줄일 수 있어요.","You can reduce your transportation expenses by traveling to Australia via Japan.","","'-로 해서' is used to show which route you will take to get to the destination","dif5"
"1870","401번 버스는 이태원까지 어디로 해서 갑니까?","Which route does bus no. 401 take to Itaewon?","","","dif5"
"1871","광주로 해서 가는 것도 좋아요.","You can also go via Gwangju.","","","dif5"
"1872","맛있을수록 잘 팔려요.","The more delicious it is, the better it sells.","","'-을수록' means 'the more - the more'.","dif6"
"1873","바쁠수록 건강이 중요해요.","The busier you are, the more important your health is.","","","dif6"
"1874","사람이 많을수록 좋아요.","The more people there are, the better.","","","dif6"
"1875","바쁠수록 잠을 많이 자야 돼요.","You need to sleep even better especially when you are busy.","You need to sleep more when you are busy.","'-을수록' can also be translated to 'especially if...' or 'particularly when...'","dif6"
"1876","학생일수록 책을 많이 읽어야 돼요.","You need to read a lot of books especially when you are a student.","","","dif6"
"1877","많으면 많을수록 좋아요.","The more, the better.","","You can add '-(으)면' in front of '-을수록' if you want to emphasize it.","dif6"
"1878","싸면 쌀수록 많이 살 수 있어요.","The cheaper it is, the more you can buy it.","","","dif6"
"1879","갈수록 추워요.","It keeps getting colder.","It gets colder as time goes by.","'갈수록' is a fixed expression, it means 'more and more so as time goes by'.","dif6"
"1880","재미있는 사람일수록 인기가 많아요.","The more interesting a person is, the more popular he/she is.","","","dif6"
"1881","어릴 때 유학을 가는 것에 대해서 어떻게 생각하세요?","What do you think about studying abroad at a young age?","","","dif6"
"1882","사람들이 저한테 그렇게 예쁜 부인이 있어서 좋겠다고 해요.","People say I'm fortunate to have such a pretty wife.","","","dif6 reported_speech"
"1883","집에 오자마자 잠들었어요.","I fell asleep as soon as I came home.","","'-자마자' - as soon as","dif6"
"1884","졸업하자마자 일을 시작할 거예요.","I will start working as soon as I graduate.","","","dif6"
"1885","도착하자마자 전화할게요.","I will call you as soon as I arrive.","","","dif6"
"1886","보자마자 마음에 들었어요.","As soon as I saw it, I liked it.","","","dif6"
"1887","들어가자마자 다시 나왔어요.","I came outside again right after I went in.","","","dif6"
"1888","학생이냐고 물어봤어요.","They asked me if I was a student.","","You can make reported questions by adding the '냐고' ending after the verb stem.","dif6 reported_speech"
"1889","뭐냐고 물어봤어요.","She asked what this is.","","","dif6 reported_speech"
"1890","누가 그렇게 말했냐고 물었어요.","I asked who said so.","","","dif6 reported_speech"
"1891","몇 시에 올 거냐고 물어보세요.","Ask him what time he will come here.","","","dif6 reported_speech"
"1892","왜 안 왔냐고 물어봤는데, 대답을 안 해요.","I asked him why he didn’t come here, but he won’t answer.","","","dif6 reported_speech"
"1893","저한테 어디 가냐고 말했어요.","He asked me where I was going.","","","dif6 reported_speech"
"1894","저는 몇 살이냐고 물어보는 게 제일 싫어요.","I hate it the most when people ask me how old I am.","","","dif6 reported_speech"
"1895","저도 가야 되냐고 물어봐 주세요.","Please ask them if I have to come along, too.","","","dif6 reported_speech"
"1896","컴퓨터 대신에 카메라를 샀어요.","I bought a camera instead of a computer.","","대신에 - instead of","dif6"
"1897","여행을 가는 대신에 아르바이트를 했어요.","Instead of traveling, I took a part-time job.","","","dif6"
"1898","저 대신에 해 줄 수 있어요?","Can you do it instead of me?","","","dif6"
"1899","오늘 일찍 가는 대신에 내일 일찍 와야 돼요.","Since you are leaving early today, to make up for it, you have to be here early tomorrow.","","'대신에' can also mean 'in return' or 'to make up for it'.","dif6"
"1900","저 대신에 가고 싶은 사람 있어요?","Is there anybody who wants to go instead of me?","","","dif6"
"1901","이번에는 제가 도와 줄게요. 대신에 다음에는 저를 도와 줘야 돼요.","I will help you this time, but next time you have to help me in return.","","","dif6"
"1902","아는 척하지 마세요.","Don’t pretend to know.","","'-(으/느)ㄴ 척하다' - to pretend to","dif6"
"1903","모르는 척하지 말고 빨리 말해 줘요.","Please don’t pretend you don’t know and tell me quickly.","","'척' can be replaced by '체' in most cases, but '척' is used more often.","dif6"
"1904","자는 척 그만하고 일어나요.","Stop pretending to be asleep and get up.","","Sometimes '척' is followed by a different verb than '하다'.","dif6"
"1905","술 안 마신 척하지 마세요.","Don’t act as if you didn't drink.","","","dif6"
"1906","그 사람은 예쁜 척을 너무 많이 해요.","She acts (too much) as if she’s pretty.","","'예쁜 척' involves making 'cute' faces at the camera, acting 'cute' with their boyfriends and similar stuff.","dif6"
"1907","차나 한 잔 할까요?","Shall we drink tea or something?","","This is the third usage of the '-(이)나' particle. It indicates that the speaker doesn't have any preference (for coffee, tea, juice or other drinks so they might as well drink tea).","dif6"
"1908","심심한데 음악이나 들읍시다.","I'm bored. Let's listen to some music or something.","","","dif6"
"1909","할 일도 없는데 잠이나 자겠어요.","There's nothing to do, I might as well get some sleep.","","","dif6"
"1910","그 학생은 추천할 만합니다.","This student is worth a recommendation.","","'-ㄹ 만하다' - the action is worth doing or there is enough reason for something.","dif6"
"1911","그건 벌 받을 만한 짓이에요.","This is behavior that deserves a punishment.","It's understandable that such behavior would be punished.","","dif6"
"1912","그 사람은 믿을 만해요.","This person is trustworthy.","","","dif6"
"1913","그 식당에는 먹을 만한 음식이 없어요.","There's no food worth eating in that restaurant.","","","dif6"
"1914","불이 나자마자 소방차가 왔어요.","The fire truck arrived as soon as the fire started.","","","dif6"
"1915","수업이 끝나자마자 학생들은 교실을 나갔어요.","The students left the classroom right after class was over.","","","dif6"
"1916","운전을 배우는 데 두 달 걸렸어요.","It took me two months to learn to drive.","","'-는 데 걸리다' expresses how much time it takes to do something.","dif6"
"1917","숙제하는 데 한 시간 걸려요.","It takes me an hour to finish my homework.","","","dif6"
"1918","차를 고치는 데 30만 원 들었어요.","It cost me 300,000 won to repair my car.","","'-는 데 들다' indicates how much money something cost.","dif6"
"1919","지갑을 잃어버렸다고 들었는데, 찾았어요?","I heard that you lost your wallet. Did you find it?","","","dif6 reported_speech"
"1920","그때 내가 죽었으면 제 아내는 다른 사람을 만났을 거예요.","If I had died then, my wife would have met someone else.","","This is the construction to use when you want to talk about things that could have happened but didn't happen: -었으면 ... -었을 거예요 (if something had happened, someone would have done something).","dif6"
"1921","키가 조금만 더 컸으면 저는 농구 선수가 되었을 것입니다.","If only I had been a little taller, I would have become a professional basketball player.","","","dif6"
"1922","여기에서 명동까지 가는 데 얼마나 걸려요?","How long does it take to get to Myeongdong from here?","","","dif6"
"1923","이사하는 데 얼마 들었어요?","How much did it cost to move?","","","dif6"
"1924","걱정하지 말라고 했어요.","I told them not to worry.","They told me not to worry.","","dif6 reported_speech"
"1925","저는 지난달에 오 년 만에 다시 독일에 갔습니다.","Last month I went to Germany again after five years.","","""""""만에"""" means """"after"""" and it shows how much time has passed between the previous activity (the last time I went to Germany) and the current activity (going to Germany again). It's the same '만에' that's in '오랜만에' ('after a long time'). It's preceded by an expression denoting a time period (five years).""","dif6"
"1926","몇 달 만에 집에 왔습니까?","How many months were you away from home?","After how many months away did you return home?","","dif6"
"1927","어제 십 년 만에 처음으로 피아노를 쳐 봤습니다.","Yesterday I tried playing the piano for the first time in 10 years.","","","dif6"
"1928","1층 청소를 세 시간 만에 끝냈습니다.","I finished cleaning the first floor within 3 hours.","","","dif6"
"1929","집에서 극장까지 삼십 분 만에 왔습니다.","I got to the theater 30 minutes after leaving home.","","","dif6"
"1930","비가 올 줄 알았어요.","I knew it was going to rain.","I thought it was going to rain.","""""""-ㄹ 줄 알다"""" can be used to say you know how to do something, but it also has two other meanings: """"to know that something will happen"""" and """"to think that something will happen"""". The meaning depends on context and intonation.""","dif6"
"1931","사람이 많을 줄 알았어요.","I knew there would be a lot of people.","","","dif6"
"1932","제가 말할 줄 알았어요?","Did you think that I would tell you?","","","dif6"
"1933","제 친구는 자기가 세상에서 제일 예쁜 줄 알아요.","My friend thinks that she is the prettiest in the world.","","""""""-ㄴ 줄 알다"""" can be used with adjectives and past tense verbs.""","dif6"
"1934","제가 학교에 간 줄 알았어요?","Did you know that I had gone to school?","","""If the emphasis is on """"알았어요"""" then it means """"to know"""". If not, then """"to think"""".""","dif6"
"1935","오늘 눈이 안 올 줄 알았어요.","I thought it would not snow today.","","","dif6"
"1936","이게 여기 있을 줄 몰랐어요.","I didn’t know it would be here.","","","dif6"
"1937","이렇게 비싼 줄 몰랐어요.","I didn’t know it was this expensive.","","","dif6"
"1938","저는 안 어려울 줄 알았어요.","I thought it would not be difficult.","","","dif6"
"1939","제가 뭐라고 말할 줄 알았어요?","What did you think I would say?","","","dif6 reported_speech"
"1940","그럴 만해요.","It’s understandable to be so.","It’s possible.","","dif6"
"1941","그 사람은 인기가 있을 만해요.","There is enough reason that he is popular.","It’s understandable why he is popular.","","dif6"
"1942","이 책 읽을 만해요?","Is this book worth reading?","Do you recommend this book?","","dif6"
"1943","괜찮아요. 참을 만해요.","I’m okay. It’s endurable.","I’m okay. It’s bearable.","","dif6"
"1944","가족끼리 한 번쯤 갈 만해요.","(The place) is worth visiting once (or twice) with family.","","""""""-끼리"""" is a particle that means """"among"""" or """"with"""" (a group of people or objects)""","dif6"
"1945","한국에 비해서 훨씬 추워요.","It's much colder compared to Korea.","","""""""-에 비해(서)"""" - """"compared to""""""","dif6"
"1946","공부한 것에 비해서 성적이 잘 나왔어요.","Compared to how much I studied, the grades (I got) were good.","I got good grades, taking into account (considering) how much I studied.","","dif6"
"1947","나이에 비해서 키가 커요.","He is tall for his age.","Considering how old he is, he is pretty tall.","","dif6"
"1948","다른 것에 비해서 듣기가 너무 어려워요.","Listening is very difficult compared to other things.","","","dif6"
"1949","처음에 비해서 많이 익숙해졌어요.","I'm a lot more used to it now compared to how it was initially.","","","dif6"
