"index","word","meaning","hanzi","category"
"4788","날로","day by day;<br>raw, uncooked","",""
"4789","알아차리다","to realize, notice","",""
"4790","유래","origin","由來",""
"4791","논란","controversy, dispute","論難",""
"4792","취지","purpose, object","趣旨",""
"4793","능하다","to be good, skilled (at)","能",""
"4794","대여하다","to rent, lend, loan","貸與",""
"4795","분쟁","dispute, conflict","紛爭",""
"4796","단말기","terminal","端末機",""
"4797","엿새","six days","",""
"4798","예언","prophecy, prediction","豫言",""
"4799","채점하다","to grade, mark","採點",""
"4800","도리","duty, reason","道理",""
"4801","추신","P.S.","追伸",""
"4802","짤막하다","to be short, choppy","",""
"4803","호칭","title, name","呼稱",""
"4804","그루","counter for trees","",""
"4805","이치","reason, logic","理致",""
"4806","동정","sympathy, pity;<div>movements;</div><div>virginity</div>","同情,&nbsp;動靜,&nbsp;童貞",""
"4807","과도하다","to be excessive","過度",""
"4808","생수","mineral water","生水",""
"4809","수료하다","to complete, finish (a course)","修了",""
"4810","암호","code, cipher","暗號",""
"4811","양로원","nursing home","養老院",""
"4812","물방울","drop of water","",""
"4813","오죽","very, indeed, how","",""
"4814","해양","the ocean, marine","海洋",""
"4815","금고","safe, vault","金庫",""
"4816","초라하다","to be shabby, poor, pitiful","",""
"4817","매연","exhaust (fumes)","煤煙",""
"4818","원작","original (work)","原作",""
"4819","성능","efficiency, performance","性能",""
"4820","도우미","helper, assistant","",""
"4821","거만하다","to be arrogant, haughty","倨慢",""
"4822","짭짤하다","to be a little salty","",""
"4823","중개인","broker, agent, middleman","仲介人",""
"4824","새싹","sprout, bud","",""
"4825","법정","court of law","法廷",""
"4826","지리","geography","地理",""
"4827","기말","end of a term, end of a semester","期末",""
"4828","인상착의","(the description of) look, personal appearance","人相着衣",""
"4829","미아","missing child, lost child","迷兒",""
"4830","탐색하다","to explore, investigate","探索",""
"4831","완공되다","to be completed, be completely built","完工",""
"4832","점치다","to divine, foretell","占",""
"4833","야유회","picnic","野遊會",""
"4834","떫다","to be bitter, sour","",""
"4835","대인","adult, noble man;<div>personal</div>","大人,&nbsp;對人",""
"4836","엉금엉금","crawling, creeping",""," double "
"4837","획득하다","to acquire, gain, win","獲得",""
"4838","작정","intention, decision, plan","作定",""
"4839","허탈하다","to be dejected, dispirited","虛脫",""
"4840","평온하다","to be calm, peaceful, serene","平穩",""
"4841","진수성찬","feast, lots of food","珍羞盛饌",""
"4842","개조하다","to remodel, alter","改造",""
"4843","다급하다","to be urgent","多急",""
"4844","검거하다","to catch, arrest, round up","檢擧",""
"4845","본격적","earnest, full-scale, regular","本格的",""
"4846","제외하다","to exclude, leave out","除外",""
"4847","팀장","team leader","team長",""
"4848","환호하다","to cheer","喚呼",""
"4849","행방","one's whereabouts","行方",""
"4850","누이","sister","",""
"4851","즐비하다","to stand closely together, form a line","櫛比",""
"4852","장만하다","to prepare, purchase, get","",""
"4853","씁쓸하다","to be bitter, disappointed","",""
"4854","거북하다","to be uncomfortable","",""
"4855","꼴찌","the last, the bottom","",""
"4856","개강","beginning of semester","開講",""
"4857","완료하다","to complete","完了",""
"4858","더군다나","besides, moreover, further","",""
"4859","언뜻","in an instant, in a flash;<div>by chance, by accident</div>","",""
"4860","최강","the strongest","最强",""
"4861","전략","strategy, tactic","戰略",""
"4862","얽히다","to be tangled, involved","",""
"4863","일화","anecdote","逸話",""
"4864","애칭","nickname, pet name","愛稱",""
"4865","빡빡하다","to be tight, rigid, inflexible",""," double "
"4866","감탄하다","to admire, wonder","感歎",""
"4867","모욕하다","to insult","侮辱",""
"4868","엉성하다","to be poor, loose","",""
"4869","확률","probability, chance","確率",""
"4870","설계하다","to design, map out, plan","設計",""
"4871","작별","farewell, parting","作別",""
"4872","출전하다","to participate, compete","出戰",""
"4873","창업하다","to establish, start, found","創業",""
"4874","자영업","one's own business, self-employment","自營業",""
"4875","박람회","exhibition, exposition","博覽會",""
"4876","건기","dry season","乾期",""
"4877","경쾌하다","to be cheerful, rhythmical","輕快",""
"4878","수강","taking a course","受講",""
"4879","송금하다","to remit, send money","送金",""
"4880","선불","payment in advance","先拂",""
"4881","푸짐하다","to be generous, plentiful","",""
"4882","납부하다","to pay","納付",""
"4883","외동딸","only daughter and only child","",""
"4884","재충전하다","to recharge","再充電",""
"4885","계발하다","to develop","啓發",""
"4886","터놓다","to open (up)","",""
"4887","활력","energy, vitality","活力",""
"4888","때우다","to fill, patch up;<div>to solder</div>","",""
"4889","들통이 나다","to be detected, be revealed","",""
"4890","매너","manners",""," eng "
"4891","회상하다","to recall, recollect","回想",""
"4892","흥미진진하다","to be exciting, absorbing","興味津津",""
"4893","실화","true story, real life story","實話",""
"4894","위축되다","to be daunted, intimidated","萎縮",""
"4895","좌절하다","to be frustrated, discouraged","挫折",""
"4896","위인","great man;<div>nature, disposition</div>","偉人,&nbsp;爲人",""
"4897","빗나가다","to turn away, miss","",""
"4898","흐뭇하다","to be pleased, satisfied, delighted","",""
"4899","새까맣다","to be deep black",""," color "
"4900","강연하다","give a lecture","講演",""
"4901","뭉클하다","to be touching","",""
"4902","벼락","lightning","",""
"4903","유망하다","to be promising","有望",""
"4904","불길하다","to be unlucky, ominous","不吉",""
"4905","출출하다","to be slightly hungry",""," double "
"4906","집사람","wife","",""
"4907","악역","villain","惡役",""
"4908","동남아","Southeast Asia","東南亞",""
"4909","속성","attribute;<div>quick</div>","屬性,&nbsp;速成",""
"4910","전송하다","to send, transmit","電送",""
"4911","공예","craft","工藝",""
"4912","유감","regret","遺憾",""
"4913","불꽃놀이","fireworks","",""
"4914","압도적으로","overwhelmingly","壓倒的",""
"4915","표명하다","to express, state","表明",""
"4916","선비","classical scholar","",""
"4917","궁궐","royal palace","宮闕",""
"4918","기저귀","diaper","",""
"4919","성묘하다","to visit one's ancestral graves","省墓",""
"4920","양해","understanding, consent","諒解",""
"4921","새콤하다","to be sour, acidic","",""
"4922","착용하다","to wear","着用",""
"4923","출간하다","to publish","出刊",""
"4924","일과","daily tasks","日課",""
"4925","대견하다","to be proud","",""
"4926","등교하다","to go to school","登校",""
"4927","양손","both hands","兩-",""
"4928","수다스럽다","to be talkative","",""
"4929","육아","childcare, care of infants","育兒",""
"4930","울타리","fence","",""
"4931","끈끈하다","to be sticky",""," double "
"4932","소인","child;<div>postmark</div>","小人,&nbsp;消印",""
"4933","발레","ballet",""," eng "
"4934","불쑥","unexpectedly, abruptly","",""
"4935","오만하다","to be arrogant","傲慢",""
"4936","차단하다","to block, shut off","遮斷",""
"4937","샘물","spring water","",""
"4938","뒤집히다","to be turned over, be reversed","",""
"4939","묘하다","to be strange, weird","妙",""
"4940","논술하다","to state, discuss","論述",""
"4941","가시","thorn","",""
"4942","환기","ventilation","換氣",""
"4943","탐험하다","to explore","探險",""
"4944","낙타","camel","駱駝",""
"4945","건방지다","to be impertinent, arrogant","",""
"4946","저물다","to get dark","",""
"4947","보일러","boiler",""," eng "
"4948","꼭꼭","thoroughly, firmly",""," double "
"4949","보약","tonic, restorative herbal medicine","補藥",""
"4950","보배","treasure","",""
"4951","공룡","dinosaur","恐龍",""
"4952","넘나들다","to come and go often","",""
"4953","기특하다","to be admirable, commendable","奇特",""
"4954","드러눕다","to lie down, sprawl","",""
"4955","질기다","to be tough, durable, persistent, tenacious","",""
"4956","감기다","to be rolled, wound around;<div>to shut one's eyes;</div><div>to wash one's hair</div>","",""
"4957","고립","isolation","孤立",""
"4958","덤비다","to come at, attack","",""
"4959","소형차","compact car","小型車",""
"4960","징그럽다","to be gross, nasty, creepy","",""
"4961","향기롭다","to be fragrant, aromatic","香氣",""
"4962","대추","jujube","",""
"4963","선발하다","to select, pick out","選拔",""
"4964","우르르","all together, all over","",""
"4965","흥","fun, joy","興",""
"4966","구슬","bead, marble","",""
"4967","연약하다","to be weak, delicate, frail","軟弱",""
"4968","자금","money, capital","資金",""
"4969","낙서하다","to scribble, doodle","落書",""
"4970","효녀","devoted daughter","孝女",""
"4971","누렇다","to be yellow","",""
"4972","귓속말","whisper","",""
"4973","초가집","thatched-roof house","草家-",""
"4974","기와집","tile-roofed house","",""
"4975","재수하다","to cram to repeat a college entrance exam","再修",""
"4976","성금","donation, contribution","誠金",""
"4977","불우하다","to be underprivileged, disadvantaged","不遇",""
"4978","굶주리다","to starve, go hungry","",""
"4979","달라붙다","to stick, cling to","",""
"4980","시행착오","trial and error","施行錯誤",""
"4981","재물","wealth, riches","財物",""
"4982","심경","mind, feelings","心境",""
"4983","무식하다","to be ignorant","無識",""
"4984","식성","taste, preference","食性",""
"4985","푸른색","blue, green","",""
"4986","무시무시하다","to be terrible, horrible",""," double "
"4987","전화위복","blessing in disguise","轉禍爲福",""
"4988","붉은색","red","",""
"4989","기력","energy","氣力",""
"4990","반칙","foul, violation","反則",""
"4991","시무룩하다","to be sullen, displeased","",""
"4992","구실","duty, obligation;<div>excuse, pretext</div>","口實",""
"4993","낭만적","romantic","浪漫的",""
"4994","부활하다","to revive, bring back, rise from the dead","復活",""
"4995","약탈하다","to plunder, loot, pillage","掠奪",""
"4996","캐다","to dig up","",""
"4997","짜릿하다","to be thrilling, exhilarating","",""
"4998","선하다","to be vivid, fresh;<div>to be nice</div>","善",""
"4999","도끼","ax","",""
"5000","구급차","ambulance","救急車",""
"5001","체형","body type","體型",""
"5002","부쩍","greatly, dramatically","",""
"5003","개그","jokes, humor","",""
"5004","강점","strengths;<div>occupation</div>","强點,&nbsp;强占",""
"5005","손대다","to touch","",""
"5006","도박하다","to gamble","賭博",""
"5007","인적","human","人的",""
"5008","속셈","secret plan, hidden intention","",""
"5009","개입하다","to intervene, interfere","介入",""
"5010","동굴","cave","洞窟",""
"5011","명당","ideal spot","明堂",""
"5012","허무","futility, emptiness","虛無",""
"5013","함성","shout, yell (by many people)","喊聲",""
"5014","살금살금","stealthily, quietly",""," double "
"5015","짬","free time","",""
"5016","알약","pill","-藥",""
"5017","뒷줄","back row","",""
"5018","도둑질하다","to steal, rob","",""
"5019","가정부","housekeeper","家政婦",""
"5020","동해","the East Sea","東海",""
"5021","관리비","management expenses, maintenance cost","管理費",""
"5022","노임","wages, pay","勞賃",""
"5023","자책하다","to blame oneself, reproach oneself","自責",""
"5024","놀이기구","amusement park rides","--機構",""
"5025","싱가포르","Singapore","",""
"5026","녹음실","recording studio","錄音室",""
"5027","물냉면","cold noodles served in water","-冷麵"," food "
"5028","이모부","mother's sister's husband","姨母夫",""
"5029","제국","empire","帝國",""
"5030","바람둥이","womanizer, playboy","",""
"5031","환대","hospitality, [warm] welcome","歡待",""
"5032","산보하다","to walk, stroll","散步",""
"5033","취침","going to bed, retiring","就寢",""
"5034","노래자랑","singing contest","",""
"5035","양다리","double-deal, both ways (also used in the context of cheating)","兩-",""
"5036","쪽팔리다","to be embarrassing","",""
"5037","홀랑","completely","",""
"5038","각설하다","to change the subject","却說",""
"5039","직행","going straight, going direct","直行",""
"5040","만년필","fountain pen","萬年筆",""
"5041","순번","turn, go","順番",""
"5042","살살","gently, softly",""," double "
"5043","울적하다","to be depressed, gloomy, cheerless","鬱寂",""
"5044","심리학","psychology","心理學",""
"5045","탕수육","sweet and sour pork","糖水肉"," food "
"5046","걸어다니다","to walk, walk around","",""
"5047","가물가물하다","to be blurry, blurred",""," double "
"5048","편도","one-way trip","片道",""
"5049","멍청이","stupid person","",""
"5050","본업","main occupation","本業",""
"5051","치사하다","<div>to be shameful, disgraceful, cheating, mean;</div><div>to thank someone, express gratitude</div>","恥事,&nbsp;致詞/致辭",""
"5052","제복","uniform","制服",""
"5053","남해","the South Sea","南海",""
"5054","정차하다","to stop, make a stop (about vehicles)","停車",""
"5055","서방","husband, son-in-law;<div>the West</div>","書房,&nbsp;西方",""
"5056","예고편","preview, trailer","豫告篇",""
"5057","사내아이","boy","",""
"5058","절박하다","to be urgent, desperate","切迫",""
"5059","레슨","lesson",""," eng "
"5060","야망","ambition, aspiration","野望",""
"5061","웨딩드레스","wedding dress","",""
"5062","정략","political scheme, move","政略",""
"5063","실망시키다","to disappoint","失望",""
"5064","기죽다","to be discouraged","",""
"5065","외계인","alien","外界人",""
"5066","미끄럼","slide, sliding","",""
"5067","하마","hippo","河馬",""
"5068","주민등록증","ID card","住民登錄證",""
"5069","리모콘","remote control","",""
"5070","달라고 하다","to request (ask) to give","",""
"5071","사립학교","private school","私立學校",""
"5072","반년","half a year","半年",""
"5073","정각","the exact time (not sooner or later)","正刻",""
"5074","폭풍우","rainstorm","暴風雨",""
"5075","급행열차","express train","急行列車",""
"5076","턱수염","beard","-鬚髥",""
"5077","홍콩","Hong Kong","",""
"5078","책꽂이","bookshelf","冊-",""
"5079","에펠탑","Eiffel Tower","Eiffel塔",""
"5080","비꼬다","to be sarcastic","",""
"5081","엄연하다","to be undeniable, clear","儼然",""
"5082","관악산","Mt. Gwanak","冠岳山",""
"5083","광화문","Gwang Hwa Gate","光化門",""
"5084","전하","Your Highness","殿下",""
"5085","게시물","post (on the internet etc.)","揭示物",""
"5086","코멘트","comment",""," eng "
"5087","부침개","vegetable pancake","",""
"5088","생물학","biology","生物學",""
"5089","헤어스타일","hairstyle","",""
"5090","기내식","in-flight meal","機內食",""
"5091","노름하다","to gamble","",""
"5092","사다리","ladder","",""
"5093","반사하다","to reflect","反射",""
"5094","수갑","handcuffs","手匣",""
"5095","흉기","deadly weapon","凶器",""
"5096","대기실","waiting room","待機室",""
"5097","목수","carpenter","木手",""
"5098","타이밍","timing","",""
"5099","선택권","option, choice","選擇權",""
"5100","진가","true value, real worth","眞價",""
"5101","대만","Taiwan","臺灣",""
"5102","영구히","eternally, permanently","永久",""
"5103","가구점","furniture store","家具店",""
"5104","수다떨다","to chitchat","",""
"5105","이천","Icheon","利川",""
"5106","결백하다","to be innocent","潔白",""
"5107","마술","magic","魔術",""
"5108","여배우","actress","女俳優",""
"5109","가만두다","to tolerate, leave as is","",""
"5110","돌잔치","celebration of a baby's first birthday","",""
"5111","반팔","short-sleeve shirts","半-",""
"5112","엑스레이","X-ray","",""
"5113","귀고리","earring","",""
"5114","우체부","mailman","郵遞夫",""
"5115","명물","specialty","名物",""
"5116","앞줄","front row","",""
"5117","사치품","luxury goods","奢侈品",""
"5118","레이더","radar","",""
"5119","쿨","cool",""," eng "
"5120","전해주다","to deliver, convey, report","傳",""
"5121","횡재","windfall","橫財",""
"5122","눅눅하다","to be damp, humid",""," double "
"5123","관리자","manager, administrator","管理者",""
"5124","흥정하다","to bargain, haggle over terms","",""
"5125","신청곡","song request","申請曲",""
"5126","애절하다","to be sad, touching, pathetic","哀切",""
"5127","카세트","cassette","",""
"5128","고정시키다","to fix, fasten, immobilize","固定",""
"5129","유용하다","to be useful, helpful","有用",""
"5130","별장","vacation home, cottage","別莊",""
"5131","불결하다","to be dirty, unsanitary, filthy","不潔",""
"5132","따끈따끈하다","to be hot, warm",""," double "
"5133","수정과","dried persimmon punch","水正果",""
"5134","맞선","marriage meeting, blind date","",""
"5135","사진관","photo studio","寫眞館",""
"5136","맏아들","the eldest son","",""
"5137","동갑","the same age","同甲",""
"5138","신간","new book","新刊",""
"5139","자랑거리","something one is proud of","",""
"5140","부수","number of copies;<div>radical</div>","部數,&nbsp;部首",""
"5141","봉사활동","community service activities","奉仕活動",""
"5142","공상과학","science fiction","空想科學",""
"5143","칠순","the age of seventy","七旬",""
"5144","차표","ticket for train/bus","車票",""
"5145","어귀","entrance","",""
"5146","장녀","eldest daughter","長女",""
"5147","주급","weekly pay [salary]","週給",""
"5148","등신","fool, idiot","等神",""
"5149","육감","sixth sense, gut feeling","六感",""
"5150","뒷담화","talking behind someone's back","-談話",""
"5151","청구서","bill, invoice","請求書",""
"5152","큰형","boy's eldest brother","-兄",""
"5153","문맥","context","文脈",""
"5154","팔찌","bracelet","",""
"5155","여의도","Yeouido","汝矣島",""
"5156","앵무새","parrot","鸚鵡-",""
"5157","생강","ginger","生薑",""
"5158","째려보다","to look unkindly at","",""
"5159","은행원","teller, bank clerk","銀行員",""
"5160","독서실","reading room","讀書室",""
"5161","식모","maid, domestic help","食母",""
"5162","유로화","euro","Euro貨",""
"5163","들러리","best man, bridesmaid","",""
"5164","간접화법","indirect speech","間接話法",""
"5165","쌈밥","rice wrapped in greens","",""
"5166","말끔","all, completely, thoroughly","",""
"5167","입찰","bid, tender","入札",""
"5168","손주","grandchildren","孫-",""
"5169","펴놓다","to spread, lay out, keep open","",""
"5170","유치원생","kindergartener","幼稚園生",""
"5171","압구정","Apgujeong","狎鷗亭",""
"5172","독학","self-study","獨學",""
"5173","용납하다","to allow, permit, tolerate","容納",""
"5174","색칠하다","to color, paint","色漆",""
"5175","위엄","dignity","威嚴",""
"5176","교환학생","exchange student","交換學生",""
"5177","집주인","landlord, house owner","-主人",""
"5178","기본형","basic form","基本形",""
"5179","뺨맞다","to get slapped","",""
"5180","중고품","used article, secondhand goods","中古品",""
"5181","전편","the whole book (movie, series etc.);<div>the original book (movie)</div>","全篇,&nbsp;前篇",""
"5182","예비군","reservist, reserve forces","豫備軍",""
"5183","유력하다","to be influential, leading, powerful","有力",""
"5184","설화","tale, story","說話",""
"5185","듬직하다","to be reliable, dependable","",""
"5186","해바라기","sunflower","",""
"5187","금품","money and valuables","金品",""
"5188","잠실","Jamsil","",""
"5189","힘세다","to be strong, powerful","",""
"5190","음절","syllable","音節",""
"5191","앞면","the front","-面",""
"5192","북녘","north","北-",""
"5193","물개","seal","",""
"5194","장물","stolen goods","臟物",""
"5195","앙큼하다","to be sly, cunning","",""
"5196","연락선","ferry","連絡船",""
"5197","얼빠지다","to be dazed, be dull-headed, lose one's senses","",""
"5198","악성","bad, vicious, malignant","惡性",""
"5199","실연하다","to be disappointed in love, heartbroken;<br>to demonstrate","失戀,&nbsp;實演",""
"5200","영업시간","business hours","營業時間",""
"5201","말대꾸하다","to talk back, retort","",""
"5202","남방","shirt;<div>south</div>","南方",""
"5203","사직서","letter of resignation","辭職書",""
"5204","힘내다","to gather heart, cheer up","",""
"5205","원기","energy, vigor","元氣",""
"5206","전처","one's former wife, ex-wife","前妻",""
"5207","지은이","writer, author","",""
"5208","일과표","daily schedule","日課表",""
"5209","세종대왕","the Great King Sejong","世宗大王",""
"5210","장식장","display cupboard, cabinet","裝飾欌",""
"5211","새치기하다","to jump the queue, cut in line","",""
"5212","고자질하다","to tattle, tell on","告者-",""
"5213","삽","shovel","",""
"5214","팔씨름하다","to arm wrestle","",""
"5215","외딴","isolated, remote","",""
"5216","다락","attic","",""
"5217","김치전","kimchi pancake","--煎",""
"5218","조선시대","the Joseon period","朝鮮時代",""
"5219","불타다","to burn, be in flames","",""
"5220","충전기","charger","充電器",""
"5221","눈보라","snowstorm","",""
"5222","사기꾼","con artist, swindler","詐欺-",""
"5223","유쾌하다","to be cheerful, pleasant","愉快",""
"5224","동점","tie, same score","同點",""
"5225","명심하다","to keep in mind, remember","銘心",""
"5226","재계","the financial world, business circles","財界",""
"5227","말짱하다","to be impeccable, neat;<div>to be perfectly okay</div>","",""
"5228","전경","panorama;<br>the front view","全景,&nbsp;前景",""
"5229","김새다","to lose intereset, enthusiasm, be disappointed;<div>to spoil one's fun</div>","",""
"5230","처자","one's wife and children;<br>a maiden","妻子,&nbsp;處子",""
"5231","다람쥐","squirrel","",""
"5232","신입사원","newly hired employee","新入社員",""
"5233","바람나다","to have a secret love affair","",""
"5234","벽보","poster","壁報",""
"5235","고사하다","to reject, decline;<div>to wither (away)</div>","固辭,&nbsp;枯死",""
"5236","합창단","choir, chorus","合唱團",""
"5237","석양","sunset","夕陽",""
"5238","잠수하다","to dive, go underwater","潛水",""
"5239","수거하다","to collect, pick up","收去",""
"5240","아웃","out","",""
"5241","클래스","class",""," eng "
"5242","골탕먹다","to suffer a big loss, be cheated","-湯",""
"5243","장난치다","to joke, kid, frisk, get funny (with)","",""
"5244","한없다","to be unlimited, endless","限",""
"5245","음주운전","drunk driving","飮酒運轉",""
"5246","안정성","stability","安定性",""
"5247","기자회견","press conference","記者會見",""
"5248","자켓","jacket","",""
"5249","문패","doorplate","門牌",""
"5250","무지","ignorance, stupidity;<div>very, extremely</div>","無知,&nbsp;無智",""
"5251","군소리","unnecessary remark","",""
"5252","밋밋하다","to be flat, plain, dull",""," double "
"5253","주의사항","matters that require (special) attention","注意事項",""
"5254","엿듣다","to eavesdrop, overhear","",""
"5255","질색하다","to detest, loathe","窒塞",""
"5256","건배","toast, cheers","乾杯",""
"5257","데뷔하다","to make one's debut","",""
"5258","출렁거리다","to slop, splash, roll","",""
"5259","겁쟁이","coward","怯-",""
"5260","스킨십","touch (skin to skin, with affection)","",""
"5261","크레파스","crayon","",""
"5262","암소","cow","",""
"5263","오싹하다","to shudder, feel a chill","",""
"5264","원점","starting point","原點",""
"5265","성형수술","plastic surgery","成形手術",""
"5266","근시","nearsightedness","近視",""
"5267","미끈미끈하다","to be all slippery, very smooth",""," double "
"5268","주정하다","to act in a drunken and disorderly way","酒酊",""
"5269","앞일","future","",""
"5270","콘센트","socket, electrical outlet","",""
"5271","랭킹","ranking",""," eng "
"5272","동침","sleeping together, sharing a bed","同寢",""
"5273","싱크대","sink","sink臺",""
"5274","명동","Myeong Dong","鳴動",""
"5275","숙어","idiom","熟語",""
"5276","장화","boots","長靴",""
"5277","마룻바닥","the floor","",""
"5278","고동색","reddish brown","古銅色"," color "
"5279","여신","goddess","女神",""
"5280","멋쟁이","dandy, sharp dresser","",""
"5281","천벌","divine punishment","天罰",""
"5282","착수하다","to start, launch","着手",""
"5283","극찬","high praise, compliment","極讚",""
"5284","파혼하다","to break off one's engagement","破婚",""
"5285","온기","warmth","溫氣",""
"5286","시제","tense (grammatical)","時制",""
"5287","액션","action",""," eng "
"5288","욕조","bathtub","浴槽",""
"5289","계산서","check, bill","計算書",""
"5290","종영","end (of a show or movie)","終映",""
"5291","피신하다","to escape, flee, take shelter","避身",""
"5292","금실","marital chemistry (harmony)","琴瑟",""
"5293","어림","rough estimate","",""
"5294","죄목","charge, name of a crime","罪目",""
"5295","경청하다","to listen attentively","傾聽",""
"5296","계획표","written schedule, plans","計劃表",""
"5297","등불","lamp, lamplight","燈-",""
"5298","견적","estimate (for)","見積",""
"5299","미화하다","to glorify, glamorize, romanticize","美化",""
"5300","화랑","art gallery","畵廊",""
"5301","겸비하다","to have both, combine","兼備",""
"5302","노약자석","handicapped seating","老弱者席",""
"5303","껄끄럽다","to be uncomfortable, uneasy, strained","",""
"5304","경쟁사","competitor, rival company","競爭社",""
"5305","웅변","eloquence, oratory","雄辯",""
"5306","어림없다","to be far from, be beyond","",""
"5307","납기일","pay day, date for payment","納期日",""
"5308","울보","crybaby","",""
"5309","스페인","Spain",""," eng "
"5310","쟁반","tray","錚盤",""
"5311","옛일","things of the past","",""
"5312","일기예보","weather forecast","日氣豫報",""
"5313","꼬시다","to chase (women), pick up (girls), hit on","",""
"5314","가위바위보","rock-paper-scissors","-褓",""
"5315","딸꾹질하다","to have hiccups","",""
"5316","유부남","married man","有婦男",""
"5317","악명","evil reputation, notoriety","惡名",""
"5318","원한","grudge","怨恨",""
"5319","적중하다","to hit the mark (target), come true","的中",""
"5320","재방송","rerun, repeat","再放送",""
"5321","멀뚱멀뚱","blankly, vacantly",""," double "
"5322","소매치기","pickpocket","",""
"5323","배신자","betrayer, traitor","背信者",""
"5324","육개장","spicy beef soup","肉-醬",""
"5325","수레","wagon, cart","",""
"5326","밀치다","to push, shove","",""
"5327","핫도그","hotdog",""," eng food "
"5328","체결하다","to conclude (a contract), to sign","締結",""
"5329","분리수거하다","to separate (trash)","分離收去",""
"5330","믿음직하다","to be reliable, dependable","",""
"5331","빈방","vacant room","-房",""
"5332","완강하다","to be stubborn, insistent","頑强",""
"5333","멕시코","Mexico","",""
"5334","처남","brother of one's wife","妻男",""
"5335","종반","the last phase (stage)","終盤",""
"5336","아침저녁","mornings and evenings","",""
"5337","추리소설","mystery novel","推理小說",""
"5338","면세점","duty-free shop","免稅店",""
"5339","아랍","Arab","",""
"5340","로션","lotion","",""
"5341","빚지다","to get into debt","",""
"5342","면전","to one's face","面前",""
"5343","브라질","Brazil","",""
"5344","소년원","youth detention center","少年院",""
"5345","베이징","Beijing","",""
"5346","조조","early morning","早朝",""
"5347","십대","teenage, teenager","十代",""
"5348","도로변","roadside","道路邊",""
"5349","생시","being awake","生時",""
"5350","비축하다","to reserve, stock up (on)","備蓄",""
"5351","연보라","light purple","軟-"," color "
"5352","새침하다","to be coy, prim","",""
"5353","민속촌","Folk village","民俗村",""
"5354","물비누","liquid soap","",""
"5355","출소하다","to be released from prison","出所",""
"5356","괴짜","odd (eccentric) person","怪-",""
"5357","방대하다","to be huge, vast, massive","厖大·尨大",""
"5358","사직하다","to resign, step down","辭職",""
"5359","필독","required reading","必讀",""
"5360","찬밥","cold boiled rice","",""
"5361","걷히다","to clear up, lift","",""
"5362","선적","shipment, shipping;<div>the nationality of a ship</div>","船積,&nbsp;船籍",""
"5363","시동","starting (of a machine)","始動",""
"5364","세끼","three meals (a day)","",""
"5365","삐치다","to sulk","",""
"5366","우애","brotherly love","友愛",""
"5367","몽골","Mongolia","",""
"5368","난민","refugee","難民",""
"5369","어학연수","language study abroad","語學硏修",""
"5370","북경","Beijing","北京",""
"5371","금붕어","goldfish","金-",""
"5372","인증","certification, confirmation","認證",""
"5373","간직하다","to cherish, treasure, keep","",""
"5374","유령","ghost","幽靈",""
"5375","빈대떡","green-bean pancake","",""
"5376","친부모","one's birth parents","親父母",""
"5377","주먹밥","rice balls","",""
"5378","열애","passionate love","熱愛",""
"5379","소속사","agency, management company","所屬",""
"5380","가두다","to shut in, lock up","",""
"5381","목청껏","at the top of one's voice","",""
"5382","떠가다","to float, drift","",""
"5383","서리","frost","",""
"5384","유부녀","married woman","有夫女",""
"5385","묘","grave, tomb","墓",""
"5386","과시하다","to show off, parade","誇示",""
"5387","총동원하다","to mobilize all the resources","總動員",""
"5388","뜨개질","knitting","",""
"5389","야식","late-night snack","夜食",""
"5390","사돈","relatives by marriage, in-laws","査頓",""
"5391","총점","total score","總點",""
"5392","관리실","administrative office","管理室",""
"5393","경호원","bodyguard, escort","警護員",""
"5394","집집마다","every house","",""
"5395","완결","completion, conclusion","完結",""
"5396","애독자","(devoted) reader","愛讀者",""
"5397","헛소리","nonsense, silly talk","",""
"5398","액운","bad luck, misfortune","厄運",""
"5399","과수원","orchard, fruit garden","果樹園",""
"5400","동구","entrance to a village","洞口",""
"5401","전차","tram;<div>tank</div>","電車,&nbsp;戰車",""
"5402","검사관","inspector, examiner","檢査官",""
"5403","선곡","selection of music","選曲",""
"5404","학제","school system","學制",""
"5405","연차","annual","年次",""
"5406","개학하다","for school to start (after vacations)","開學",""
"5407","수능","college entrance exams (short from 수학능력시험)","修學能力試驗",""
"5408","문맹","illiteracy","文盲",""
"5409","오보","false (incorrect) report","誤報",""
"5410","상무","director","常務",""
"5411","오그라들다","to shrink, shrivel","",""
"5412","일꾼","worker","",""
"5413","제왕","king, emperor","帝王",""
"5414","명찰","name tag","名札",""
"5415","변태","pervert","變態",""
"5416","계략","scheme, trick, plot","計略",""
"5417","봉변","humiliation, mishap","逢變",""
"5418","무의식적","unconscious, involuntary","無意識的",""
"5419","상큼하다","to be fresh, refreshing","",""
"5420","명곡","classic, musical masterpiece","名曲",""
"5421","물어내다","to pay for, compensate","",""
"5422","동아줄","rope","",""
"5423","수하물","luggage","手荷物",""
"5424","중독성","addictiveness;<br>toxicity","中毒性",""
"5425","마귀할멈","witch","魔鬼-",""
"5426","또박또박","clearly, neatly",""," double "
"5427","댓글","comment","",""
"5428","주군","one's master","主君",""
"5429","일거리","work, things to do, task","",""
"5430","수락","acceptance, consent","受諾",""
"5431","뒤져보다","to look for, hunt after, rummage","",""
"5432","비틀다","to twist","",""
