"index","word","meaning"
"2533","Los profesores están entregando los informes.","The teachers are handing over the reports."
"2534","Se entregó a la bebida y perdió la vida.","He gave himself in to drinking and so he lost his life."
"2535","Los soldados no se entregaron sin luchar.","The soldiers didn't surrender without a fight."
"2536","marcar","to mark, to note, to dial a number"
"2537","Marquemos la entrada para que ellos la vean.","Let's mark the entrance so they can see it."
"2538","¡Estaba marcando el número equivocado!","I was dialing the wrong number!"
"2539","Marqué varias veces pero no había nadie en casa.","I dialed several times but nobody was at home."
"2540","Marca en la agenda la fecha de entrega del proyecto.","Note on your calendar the dateline of the project."
"2541","venir","to come, to arrive"
"2542","Vinieron por nosotros pero no estábamos listos.","They came for us but we were not ready."
"2543","Ellos venían en el vuelo 234.","They were arriving on flight 234."
"2544","Me alegro que hayan venido a mi casa.","I am glad you came to my home."
"2545","Me vine temprano porque estaba cansada.","I came back early because I was tired."
"2546","Me vino de perlas el vestido.","The dress is just perfect."
"2547","escoger","to choose, to select"
"2548","¿Has escogido estudiar la carrera de música o la de ciencias políticas?","Have you chosen to study music or political science?"
"2549","Si escogieras la política con seguridad ganarías votos.","If you were to choose politics you would win votes for sure."
"2550","El equipo escogía a los jugadores basándose en la experiencia del jugador.","The team was choosing the players based on their experience."
"2551","decidir","to decide, to settle"
"2552","Estábamos decidiendo si íbamos al parque cuando empezó a llover.","We were trying to decide if we were going to the park when it started to rain."
"2553","Ellos han decidido ir al cine.","They have decided to go to the movies."
"2554","Me he decidido por el vestido rojo.","I have made up my mind; I prefer the red dress."
"2555","Cuando te decidas avísame.","When you make up your mind let me know."
"2556","notificar","to notify"
"2557","Le notificaron que sale el lunes.","They notified him that he is to leave on Monday."
"2558","El presidente estaba notificando las ganancias del primer trimestre.","The president was notifying the earnings of the first quarter."
"2559","¿Has notificado a Tomás tu viaje?","Have you notified Thomas of your trip?"
"2560","Le notificaré cuando lo vea.","I will notify him when I see him."
"2561","atravesar","to cross, to pierce, to run through, to block"
"2562","Se me atravesó un carro con el semáforo en rojo y tuvimos un accidente.","A car ran through the red light and we had an accident."
"2563","¡No atravieses la calle sin mirar hacia los lados!","Don't cross the street without looking to the sides first!"
"2564","A esa velocidad si se le hubiese atravesado un animal lo habría matado.","At that speed if an animal had run through he would have killed it."
"2565","¡La bala ha atravesado la pared!","The bullet has pierced the wall!"
"2566","apurarse","to hurry, to worry, to get anxious, to finish up"
"2567","Nos apuraremos para llegar a tiempo al show.","We will hurry up so we can be on time for the show."
"2568","Ellas se hubieran apurado pero el auto se descompuso.","They would have hurried but the car broke down."
"2569","¡Apúrate ya tenemos que irnos!","Finish up! We have to go!"
"2570","El director apuró a los músicos a que comenzaran.","The director hurried the musicians to begin."
"2571","bostezar","to yawn"
"2572","¡Él ha bostezado como cincuenta veces!","He has yawned about fifty times!"
"2573","Debe estar aburrido.","He must be bored."
"2574","Ellos habrían bostezado durante la charla pero su educación no se los permitió.","They would have yawned during the lecture but their manners did not let them do it."
"2575","El bostezo es contagioso.","Yawning is contagious."
"2576","Si ella bosteza yo bostezo.","If she yawns I yawn too."
"2577","dejar","to leave (behind), to abandon"
"2578","Él la dejaba en el andén cuando los vimos.","He was leaving her at the train platform when we saw them."
"2579","El cartero ya había dejado las cartas en el buzón.","The mailman had already left the letters in the mailbox."
"2580","No dejen los zapatos afuera.","Don't leave the shoes outside."
"2581","Desde la muerte de su esposo se ha dejado mucho.","Since the death of her husband she has neglected herself."
"2582","Ella se dejó de tonterías y se puso a estudiar.","She stopped being foolish and started to study."
"2583","¡Déjame tranquila!","Leave me alone!"
"2584","impedir","to hinder, to impede, to obstruct, to prevent"
"2585","El árbol estaba impidiéndonos ver el nombre de la calle.","The tree was hindering us from seeing the name of the street."
"2586","La mala conducta le impedía obtener buenas calificaciones.","The bad behavior prevented him from getting good grades."
"2587","¡Nos han impedido el paso al concierto!","They have prevented us from entering the concert!"
"2588","El terreno nos había impedido construir la casa.","The land had hindered us from building the house."
"2589","temblar","to tremble, to shake, to shiver"
"2590","Ella tiembla de miedo cada vez que piensa en ese examen.","She trembles with fear every time she thinks about that test."
"2591","El animalito temblaba de frío cuando lo encontré.","The little animal was shaking with cold when I found it."
"2592","¡No tiembles tanto!","Don't shake so much!"
"2593","Los alpinistas estaban temblando de alegría en lo alto de la montaña.","The climbers were trembling with happiness at the top of the mountain."
"2594","envolver","to wrap, to pack, to get involved"
"2595","La madrina envolvió los regalos de Navidad en julio.","The godmother wrapped the Christmas presents in July."
"2596","Si los hubiese envuelto en diciembre se acordaría de quiénes son.","If she had wrapped them in December she would remember to whom they belong."
"2597","Él se ha envuelto en un gran lío.","He has gotten himself in a big mess."
"2598","emplear","to employ, to use"
"2599","La han empleado de enfermera.","She has been employed as a nurse."
"2600","La Doctura Pirela está empleando los últimos adelantos de la medicina.","Dr Pirela is using the latest medicinal discoveries."
"2601","Es posible que los empleen durante el verano.","It is possible that they will be hired during the summer."
"2602","apresurarse","to hurry, to hasten, to rush"
"2603","¡Apresúrense que vamos tarde!","Hurry up! We are late!"
"2604","Me apresuraría un poquito pero quiero hacer un buen trabajo.","I would rush a little but I want to do a good job."
"2605","Nos habríamos apresurado pero la lluvia nos detuvo.","We would have hurried but the rain stopped us."
"2606","Apresuremos al taxista porque no tenemos mucho tiempo.","Let's hurry the taxi driver because we do not have very much time."
"2607","confiarse","to trust, to entrust have faith or confidence"
"2608","Yo les digo a mis hijos que no se confíen de personas extrañas.","I tell my children not to trust strangers."
"2609","Felipe se confió en sus buenas calificaciones y no estudió para los finales.","Philip relied on his good grades and did not study for the final exams."
"2610","Confía en ti mismo.","Trust in yourself."
"2611","Si confiara en ella le daría mi clave.","If I trusted her I would give her my password."
"2612","realizar","to fulfill, to achieve, to carry out"
"2613","Ellos realizarán sus sueños de graduarse como médicos.","They will fulfill their dreams of graduating as doctors."
"2614","El arquitecto realizó el proyecto sin problemas.","The architect carried out the project without problems."
"2615","Dudo que realicemos la fiesta.","I doubt that we will have the party."
"2616","Ojalá que ella realice sus sueños.","I hope she fulfills her dreams."
"2617","enfadarse","to get mad, to anger"
"2618","¡No se enfaden por tonterías!","Don't get angry for foolish things."
"2619","La vida es muy corta.","Life is too short!"
"2620","¿Te enfadabas cuando eras niño y gritabas mucho?","Did you get angry as a little boy and did you scream a lot?"
"2621","No creo que se hayan enfadado.","I don't think they have gotten mad at each other."
"2622","concluir","to finish, to conclude, to end"
"2623","¿A qué hora concluyó la reunión?","At what time did the meeting finish?"
"2624","Habríamos concluido más temprano pero había mucho por discutir.","We would have concluded earlier but there was a lot to discuss."
"2625","Todos querían que la conferencia concluyera a las seis.","Everybody wanted the lecture to finish by six o'clock."
"2626","aceptar","to accept, to honor"
"2627","Los aficionados aceptaron que su equipo favorito perdió.","The fans accepted that their favorite team lost."
"2628","El ministro aceptará la nueva posición.","The minister will accept the new position."
"2629","Los empleados hubieran aceptado el contrato pero no confiaban en el líder.","The employees would have accepted the contract but they did not trust the leader."
"2630","Ella aceptaría el dinero pero no está segura.","She would accept the money but she is not sure."
"2631","negociar","to negotiate"
"2632","Él negoció la venta de las casas.","He negotiated the sale of the houses."
"2633","Los delegados han negociado finalmente el tratado de paz.","The delegates have finally negotiated the peace treaty."
"2634","Ella negociaba los contratos con el sindicato.","She used to negotiate the contracts with the union."
"2635","Esperamos que negociéis bien la venta de las computadoras.","We hope you negotiate well the sale of the computers."
"2636","andar","to walk, to go, to amble"
"2637","Hemos andado todo el día.","We have walked all day long."
"2638","¿Cómo andan?","How you all going (andar)? (slang)"
"2639","¡No andes por las calles oscuras!","Don't walk on dark streets!"
"2640","Dime con quien andas y te diré quién eres.","A man is known by the company he keeps."
"2641","Andarse por las ramas.","To beat around the bush."
"2642","vaciar","to empty, to drain"
"2643","Siempre vacío primero la nevera para limpiarla.","I always empty the refrigerator first to clean it."
"2644","Vaciaba el aceite del motor cuando me llamaron.","I was draining the oil in the motor when they called me."
"2645","Vacía los refrescos en la jarra.","Empty the sodas into the pitcher."
"2646","Han vaciado ya tres botellas de vino.","They have emptied three bottles of wine already."
"2647","apreciar","to appreciate, to value, to (hold in) esteem"
"2648","Nore apreció toda la ayuda que se le dio.","Nore appreciated all the help she received."
"2649","Los apreciamos mucho a ellos.","We hold them in great esteem."
"2650","Siempre apreciaré los consejos de Alberto.","I will always value Albert's advice."
"2651","¿Habrán apreciado el cuadro?","I wonder if they have really appreciated the painting."
"2652","sorprender","to surprise"
"2653","Los sorprendí cuando llegué temprano a la casa.","I surprised them when I came home early."
"2654","¡No sorprendas a tus tíos con esa máscara!","Don't surprise your uncle and aunt with that mask!"
"2655","La escultura nos ha sorprendido por su belleza.","The sculpture has surprised us with its beauty."
"2656","Estábamos sorprendidos con su reacción.","We were surprised with their reaction."
"2657","Me sorprendí cuando te vi saltar tan alto.","I was surprised when I saw you jumping so high."
"2658","tolerar","to tolerate, to suffer, to put up with"
"2659","¿Hasta cuándo tolerarás esta situación?","How long are you going to tolerate this situation?"
"2660","El paciente tuvo que tolerar el dolor por varias horas.","The patient had to tolerate the pain for several hours."
"2661","¡No toleres más sus impertinencias!","Don't tolerate their disrespect any more!"
"2662","Su estómago no tolera la leche.","Her stomach cannot tolerate milk."
"2663","asegurar","to secure, to insure, to assure, to assert"
"2664","La señora aseguró el cuadro en la pared.","The lady secured the painting on the wall."
"2665","Él habría asegurado el carro pero la prima era muy alta.","He would have insured his car but the premium was too high."
"2666","¡Asegúrese de llegar a tiempo!","Make sure you arrive on time!"
"2667","¿Te aseguraste que la puerta está cerrada?","Did you make sure that the door is locked?"
"2668","gustar","to like, to be pleasing to"
"2669","¿Le habrán gustado las camisas a mi hermano?","I wonder if my brother liked the shirts?"
"2670","Me gustó mucho la película.","I liked the movie a lot."
"2671","¿Si te gustara esa chica se lo dirías enseguida?","If you like that girl would you tell her now?"
"2672","Nos hubiera gustado cenar con ellos.","We would have liked to have dinner with them."
"2673","Estoy seguro que te gustará la carne.","I am sure you will love the meat."
"2674","incluir","to include, to contain"
"2675","Paola siempre incluye a sus nuevos amigos en su grupo.","Paola always includes her new friends in her group."
"2676","Miguel incluirá videos en su exposición.","Miguel will include videos in his exhibition."
"2677","¿Has incluido todas las estadísticas en el reporte?","Have you included all the statistics in the report?"
"2678","Las había incluido pero Nore me dijo que no las incluyera.","I had included them but Nore told me not to do so."
"2679","terminar","to finish, to end, to terminate"
"2680","¿Cuándo van a terminar?","When are you going to finish?"
"2681","Terminaremos en dos horas.","We will finish in two hours."
"2682","Están terminando de construir el metro.","They are finishing building the subway."
"2683","Han terminado la obra antes de la fecha de entrega.","They have finished the project before the deadline."
"2684","Se terminó la fiesta.","The party is over."
"2685","traer","to bring, to wear"
"2686","Traje el traje azul.","I brought the blue suit."
"2687","Ella trae un bonito vestido.","She is wearing a beautiful dress."
"2688","Los muchachos están trayendo los refrescos.","The boys are bringing the sodas."
"2689","Traigo mis discos compactos.","I am bringing my CDs."
"2690","Esperamos que hayas traído suficiente comida.","We hope that you have brought enough food."
"2691","Ese muchacho me trae de cabeza.","That boy causes me headaches."
"2692","denunciar","to denounce, to censure, to accuse"
"2693","Los trabajadores denunciaron las violaciones a los derechos civiles.","The workers denounced the violations of civil rights."
"2694","Hemos denunciado el robo.","We have denounced the robbery."
"2695","Habrían denunciado a la deportista pero ella confesó la verdad.","They would have denounced the athlete but she confessed the truth."
"2696","Denunciad las violaciones a las leyes.","Denounce violations of the law."
"2697","abonar","to pay, to stand as security, to fertilize"
"2698","El inquilino no abona nada a su cuenta.","The renter doesn't pay anything toward his bill."
"2699","El campesino siempre ha abonado la tierra antes de la primavera.","The farmer has always fertilized the land before spring."
"2700","Hubiese abonado más dinero pero no tengo.","I would have paid more money but I don't have it."
"2701","El estudiante se abonó a la revista.","The student subscribed to the magazine."
"2702","heredar","to inherit"
"2703","Si heredara esa fortuna donaría dinero a diferentes obras de caridad.","If I were to inherit that fortune I would donate money to different charity associations."
"2704","Muchas personas ricas no han heredado sus fortunas.","Many rich people did not inherit their fortunes."
"2705","Mi padre deseaba que yo heredara su talento para las matemáticas.","My father wished I had inherited his talent for mathematics."
"2706","esquiar","to ski"
"2707","Daniel estaba esquiando en el agua cuando la tormenta empezó.","Daniel was water skiing when the storm began."
"2708","Yo esquiaría pero no sé cómo.","I would ski but I don't know how."
"2709","Si hubiésemos esquiado más estaríamos en mejores condiciones.","If we had skied more we would be in better shape."
"2710","disculparse","to apologize, to excuse oneself"
"2711","Alejandro se disculpaba con su novia.","Alexander was apologizing to his girlfriend."
"2712","Hasta que no se haya disculpado ella no lo perdonará.","Until he apologizes to her she will not forgive him."
"2713","Ella siempre disculpa los errores de otras personas.","She always excuses other people's mistakes."
"2714","balancear","to balance, to sway, to swing"
"2715","El banco balancea las cuentas al final del mes.","The bank balances the accounts at the end of the month."
"2716","Balancearía mi cuenta corriente ahora pero no tengo la calculadora.","I would balance my checking account now but I do not have a calculator."
"2717","Estaban balanceándose en el columpio con mucha alegría.","They were swinging on the swing with much joy."
"2718","arrepentirse","to repent, to regret"
"2719","El acusado se arrepintió del mal que había hecho.","The accused repented of the bad actions he had done."
"2720","Esperamos que él se haya arrepentido de todos sus pecados.","We hope that he has repented of all his sins."
"2721","Nos arrepentimos de quedarnos hasta tarde anoche.","We regretted staying out so late last night."
"2722","Los asistentes estaban arrepintiéndose de haber ido a la conferencia.","The audience was regretting attending the lecture."
"2723","girar","to turn round, to spin, to revolve"
"2724","La Tierra gira alrededor de su eje una vez al día.","The Earth rotates around its own axis once a day."
"2725","El tiovivo giraba y giraba en la feria.","The merry-go-round went round and round at the fair."
"2726","La silla no estaba girando muy bien porque le faltaba aceite.","The chair was not spinning around very well because it needed oil."
"2727","Si la bailarina girase más rápido se haría famosa.","If the ballerina could spin around faster she would become famous."
"2728","parecer","to seem, to appear, to look"
"2729","Parece que vienen por tren.","It seems that they are coming by train."
"2730","Pareces cansado.","You look tired."
"2731","Me parezco a mi mamá.","I look like my mother."
"2732","Ella se parecía mucho a una famosa actriz.","She used to look like a famous actress."
"2733","¿Qué te parece?","What do you think? / What is your opinion?"
"2734","Parece mentira.","It is hard to believe."
"2735","Me parece que sí.","I think so. / It seems so."
"2736","llover","to rain"
"2737","Llueve todo el tiempo en el Amazonas.","It rains all the time in the Amazon."
"2738","Ha llovido mucho esta primavera.","It has rained a lot this spring."
"2739","Me gusta que llueva por las noches.","I like it when it rains at night."
"2740","Llueve a cántaros.","It is raining cats and dogs."
"2741","asignar","to give, to apportion, to assign"
"2742","La profesora asignó mucha tarea.","The teacher assigned a lot of homework."
"2743","En su nuevo trabajo le han asignado el puesto de directora ejecutiva.","In her new job they have given her the position of chief executive."
"2744","Le están asignando acciones preferidas también.","They are also assigning her with the preferred stocks."
"2745","Le asignaron un sueldo bastante generoso.","They gave her a very generous salary."
"2746","valorar","to value, to appraise, to be valued"
"2747","Vanesa valora la amistad de sus compañeras de trabajo.","Vanessa values the friendship of her coworkers."
"2748","El jurado no valoró los argumentos del abogado defensor.","The jury didn't value the arguments of the defense lawyer."
"2749","Debemos valorar las consecuencias de nuestros actos.","We should appraise the consequences of our behavior."
"2750","Si valoráramos más sus esfuerzos ella estaría más contenta.","If we were to value her efforts more she would be happier."
"2751","cubrir","to cover, to disguise"
"2752","La enfermera cubrió al paciente con una cobija.","The nurse covered the patient with a blanket."
"2753","Los ladrones habían cubierto las huellas con paja.","The thieves had covered their tracks with grass."
"2754","Los campesinos chinos se cubren la cabeza con sombreros.","The Chinese farmers cover their heads with hats."
"2755","Nos cubrimos porque hacía mucho frío.","We covered ourselves because it was very cold."
"2756","aclarar","to explain, to clarify, to make clear, to rinse, to clear"
"2757","Los estudiantes siempre aclaran sus dudas con sus profesores.","The students always clarify their questions with their teachers."
"2758","El día ha aclarado ya podemos salir.","The day has cleared we can go out now."
"2759","Aclararemos las preguntas después que hayamos aclarado los conceptos.","We will clarify the questions after we have clarified the concepts."
"2760","¿Está todo aclarado?","Is everything clear?"
"2761","entrar","to enter, to be admitted in"
"2762","Hemos entrado diez veces aquí y todavía no recuerdo la clave.","We have entered ten times here and still I cannot remember the combination."
"2763","Cuando entrábamos el portón se abrió automáticamente.","When we were entering the gate opened automatically."
"2764","Después de haber entrado en la universidad hay que estudiar.","After one has been admitted into the university one has to study."
"2765","En boca cerrada no entran moscas.","In a closed mouth flies cannot enter."
"2766","conducir","to drive, to lead"
"2767","Es necesario que conduzcamos más despacio en las autopistas.","It is necessary that we drive slower on the highways."
"2768","Si el guía hubiese conducido al grupo con cuidado no habrían tenido el accidente.","If the guide had led the group carefully they wouldn't have had the accident."
"2769","Conduzcan con cuidado en las zonas escolares.","Drive carefully in school zones."
"2770","El joven condujo como un loco.","The young man drove like a madman."
"2771","lavar","to wash"
"2772","Lavo mi ropa todos los sábados.","I wash my clothes every Saturday."
"2773","Si no lavas el carro no vas a la fiesta.","If you don't wash the car you are not going to the party."
"2774","¡Lave o no lave siempre tengo ropa sucia!","Whether I wash or not I always have dirty clothes!"
"2775","Me lavo el pelo todos los días.","I wash my hair everyday."
"2776","Se lavaron las manos antes y después de comer.","They washed their hands before and after eating."
"2777","acertar","to hit upon, to do something right, to guess right"
"2778","El bateador acertaba en todos los partidos.","The batter hit in all the games."
"2779","Si yo acertase en las apuestas ya sería rico.","If I would hit my bets I would be rich."
"2780","El concursante acertó todas las preguntas.","The contestant hit all the right answers."
"2781","Siempre acierto las palabras del crucigrama.","I always guess correctly the words in the crossword puzzle."
"2782","amanecer","to dawn, to break the day, to wake up"
"2783","Habría amanecido mejor si hubiese tomado la medicina anoche.","I would have been better today if I had taken the medicine last night."
"2784","¿Amanece ella contenta todos los días?","Does she wake up happy everyday?"
"2785","Amanecerá y veremos.","Tomorrow another day dawns and we will see."
"2786","¿Cómo amaneciste?","How are you doing this morning?"
"2787","ocurrir","to occur, to happen"
"2788","La explosión ocurrió en la planta de plásticos.","The explosion happened in the plastics factory."
"2789","Las explosiones ocurrieron a las tres de la mañana.","The explosions happened at three o'clock in the morning."
"2790","¡A él le ocurrieron tantas cosas ayer!","So many things happened to him yesterday!"
"2791","Si le ocurre algo al auto el seguro pagará la reparación.","If something happens to the car the insurance will pay the repairs."
"2792","Se le ocurrió irse de viaje sin avisarnos.","It came to her mind to go on a trip without notifying us."
"2793","¡Se os ocurre cada idea!","You get such ideas!"
"2794","No se te ocurre nada bueno.","Nothing good comes to your mind!"
"2795","¡Que no se te ocurra hacer eso!","Don't even think of doing that!"
"2796","identificar","to identify"
"2797","Los estudiantes de Geología están identificando las rocas que encontraron.","The Geology students are identifying the rocks they found."
"2798","Identificarían las rocas con más precisión si tuviesen instrumentos modernos.","They would identify the rocks with more precision if they had modern equipment."
"2799","El hombre con el pelo rubio fue identificado como el ladrón.","The blond man was identified as the thief."
"2800","arrancar","to pull up, to snatch, to start, to set off"
"2801","El ratero le arrancó la cartera al turista.","The pickpocket snatched the wallet from the tourist."
"2802","El tornado arrancaba los árboles de raíz.","The tornado was uprooting the trees."
"2803","Ya habíamos arrancado el motor cuando vimos el humo.","We had just started the motor when we saw the smoke."
"2804","Arrancamos la hierba mala del césped.","We pulled the weeds out of the lawn."
"2805","fabricar","to manufacture, to fabricate, to make"
"2806","El radiador del auto fue fabricado en Japón.","The radiator in my car was manufactured in Japan."
"2807","La fábrica ha fabricado hilos de distintos colores.","The factory has manufactured threads of different colors."
"2808","Estamos fabricando una jaula para los pájaros.","We are building a cage for the birds."
"2809","rehusar","to refuse, to turn down"
"2810","Los obreros rehusaron firmar el nuevo contrato.","The workers refused to sign the new contract."
"2811","La pareja había rehusado la invitación porque estaban ocupados.","The couple had turned down the invitation because they were busy."
"2812","Por mi propia salud rehúso comer carne.","For my own health I refuse to eat meat."
"2813","Nunca rehuséis a vuestros viejos amigos por nuevos amigos.","Never turn down your old friends for new friends."
"2814","oler","to smell, to scent"
"2815","El perro huele muy mal.","The dog smells very bad."
"2816","Hemos olido la nueva fragancia y no nos gustó.","We smelled the new fragrance and we didn't like it."
"2817","Nunca había olido un aroma tan rico.","I had never smelled such a wonderful aroma."
"2818","Este asunto no huele nada bien.","This matter smells very fishy."
"2819","temer","to fear, to dread, to be afraid of"
"2820","Temo que vendrán fuertes lluvias.","I fear that strong rains will come."
"2821","Ella le temía a la altura.","She was afraid of heights."
"2822","El pueblo no ha temido los decretos de los militares.","The people have not been afraid of the decrees of the military troops."
"2823","¡No le temas al futuro!","Don't be afraid of the future!"
"2824","multiplicar","to multiply, to grow in numbers"
"2825","El mal tiempo multiplicó los accidentes de tráfico.","The bad weather multiplied the traffic accidents."
"2826","Si hubiera multiplicado las distancias en lugar de las densidades habría obtenido las respuestas correctas.","If I had multiplied the distances instead of the densities I would have gotten the right answers."
"2827","Las ventas se multiplicaron en el verano.","Sales multiplied during the summer."
"2828","retirar","to remove, to take away, to move back, to retire"
"2829","Yo retiraré la mesa. Retira las sillas tú.","I will remove the table. You take away the chairs."
"2830","¿Por qué retiraste los platos si no habían terminado?","Why did you take away the plates if they had not finished?"
"2831","No deseaban jugar más y retiraron su dinero.","They didn't want to play more and they took their money."
"2832","Me retiré de allí para siempre.","I removed myself from that place forever."
"2833","Las tropas se hubiesen retirado si el enemigo hubiese avanzado.","The troops would have moved back if the enemy had advanced."
"2834","rogar","to ask for, to beg, to pray"
"2835","Le rogué a mi papá que me dejara ir a la fiesta.","I asked my father to let me go to the party."
"2836","Le hubiera rogado más pero me cansé de rogarle.","I would have begged more but I got tired of begging."
"2837","Él le estaba rogando que lo perdonara.","He was asking her for her forgiveness."
"2838","Te ruego que no hagas eso.","I beg you not to do that."
"2839","calificar","to qualify, to grade, to judge, to rate"
"2840","Ella calificó para el equipo de natación.","She qualified to be on the swimming team."
"2841","La profesora ya había calificado todas las pruebas.","The teacher had already graded all the tests."
"2842","El jurado calificaba a las concursantes con cuidado.","The jury was judging the contestants carefully."
"2843","No califiques a las muchachas por su belleza solamente.","Don't judge the young women only for their beauty."
"2844","deshacer","to undo, to destroy, to take apart"
"2845","Los niños han deshecho las camas.","The children have undone the beds."
"2846","No deshagamos la paz que hemos alcanzado.","Don't destroy the peace we have achieved."
"2847","Si hubiésemos deshecho sus planes nos hubiera despedido.","If we had destroyed his plans he would have fired us."
"2848","batallar","to fight, to battle, to struggle, to argue"
"2849","Pedro batalló para obtener buenas notas.","Peter struggled to get good grades."
"2850","Esperamos que no hayan batallado tanto para firmar el contrato.","We hope they didn't have to struggle much to have the contract signed."
"2851","Él batallaba para encontrar sus cosas puesto que no veía bien.","He struggled to find his belongings because he could not see very well."
"2852","omitir","to omit, to leave out"
"2853","No omitimos ningún detalle en el informe.","We didn't omit a single detail in the report."
"2854","¿Era necesario que omitieras la verdad?","Was it necessary for you to omit the truth?"
"2855","Omitiremos esta sección del libro.","We will omit this section from the book."
"2856","¡No omitáis los gráficos!","Do not omit the graphs!"
"2857","confesar","to confess, to acknowledge"
"2858","El inquilino ha confesado que tiene mascotas en su apartamento.","The tenant has confessed that he has pets in his apartment."
"2859","El gerente confesaría el delito si el administrador confesase también.","The manager would confess his crime if the administrator would confess too."
"2860","El ladrón habría confesado aunque no se lo pidiesen.","The thief would have confessed even if they didn't ask him."
"2861","Ellos se confiesan todos los domingos.","They confess their sins every Sunday."
"2862","durar","to last, to endure, to remain"
"2863","Esta ropa nos dura mucho.","These clothes last us a long time."
"2864","La conferencia ha durado tres horas.","The lecture has lasted three hours."
"2865","¿Cuánto tiempo duró el concierto?","How long did the concert last?"
"2866","Si hubiese durado más me hubiese salido.","If it had lasted longer I would have left."
"2867","derribar","to knock down, to tear down, to overthrow"
"2868","El boxeador derribaba a su oponente cuando la campana sonó.","The boxer was knocking down his opponent when the bell rang."
"2869","El tornado derribó muchas casas la semana pasada.","The tornado tore down lots of houses last week."
"2870","¡Han derribado al dictador!","The dictator has been overthrown!"
"2871","caminar","to walk, to go, to travel"
"2872","Los turistas caminaron sin parar.","The tourist walked without stopping."
"2873","Los alpinistas estaban caminando por senderos peligrosos.","The mountain climbers were walking through treacherous trails."
"2874","El caminar es bueno para la salud.","Walking is good for your health."
"2875","Ella tendría más energía si caminara con más frecuencia.","She would have more energy if she walked more often."
"2876","encantar","to like or love something, to be delighted"
"2877","A ella le encantan los niños.","She loves children."
"2878","Nos encantaron las pinturas de Diego.","We loved Diego's paintings."
"2879","Me ha encantado la pulsera que me diste.","I am delighted with the bracelet you gave me."
"2880","Estamos encantados con la nueva secretaria.","We are delighted with the new secretary."
"2881","amar","to love"
"2882","Los abuelos amaban a sus nietos.","The grandparents loved their grandchildren."
"2883","Dudaban que él la amara.","They doubted that he loved her."
"2884","Olga prometió que amaría a su esposo toda su vida.","Olga promised that she would love her husband all her life."
"2885","¡Amémonos los unos a los otros!","Let's love each other!"
"2886","fingir","to pretend, to fake, to feign"
"2887","Ángel fingía que estaba dormido.","Angel was pretending that he was sleep."
"2888","El payaso había fingido las sonrisas durante la fiesta.","The clown had faked the smiles during the party."
"2889","Cuando éramos niños fingíamos que éramos perros.","When we were children we pretended we were dogs."
"2890","esconderse","to hide oneself"
"2891","Cuando jugábamos mi hermano siempre quería que me escondiera primero.","When we used to play my brother always wanted me to hide first."
"2892","Me escondía tan bien que nunca me encontraba.","I hid myself so well that he never found me."
"2893","¡El pillo había escondido las joyas en el banco!","The thief had hidden the jewelry in the bank!"
"2894","Tuve que esconder los dulces porque ellos se los comen todos.","I had to hide the candies because they will eat them all."
"2895","llevar","to take, to carry, to wear"
"2896","Gabriela llevó a su mamá al doctor.","Gabriela took her mother to the doctor."
"2897","¿Quién está llevando a los niños a la piscina?","Who is taking the children to the pool?"
"2898","Su mamá llevaba una chaqueta azul.","Her mother was wearing a blue jacket."
"2899","La estudiante había llevado los libros en su morral.","The student had carried her book in her backpack."
"2900","Ellos se llevan bien.","They get along well."
"2901","separar","to separate, to dismiss, to discharge"
"2902","Los niños están separando sus juguetes.","The children are separating their toys."
"2903","Lo han separado de la compañía.","He has been dismissed from the company."
"2904","El cocinero quiere que separe y lave las hortalizas.","The cook wants me to separate and wash the vegetables."
"2905","¡No te separes de los niños!","Don't be separated from the children!"
"2906","Aunque me separe de ella siempre la amaré.","Even if I am separated from her I will always love her."
"2907","quitarse","to take off clothing, to withdraw"
"2908","La estudiante se ha quitado los lentes y se ve mucho mejor.","The student has taken her glasses off and she looks so much better."
"2909","Me quité los zapatos y los calcetines para caminar en el césped.","I took off my shoes and my socks to walk on the grass."
"2910","Le quitaron todos sus documentos en el aeropuerto.","They took away all his documents at the airport."
"2911","Los trabajadores han quitado los anuncios comerciales.","The workers have removed the advertisements."
"2912","¡Quítate de en medio muchacho!","Get out of the way boy!"
"2913","saber","to know something, to know a fact"
"2914","Yo sé que ella llevaba un vestido rojo.","I know (very well) that she was wearing a red dress."
"2915","Roberto y Patricia saben tocar el piano muy bien.","Robert and Patricia know how to play the piano very well."
"2916","Si hubiéramos sabido que iba a llover no habríamos lavado el carro.","If we had known it was going to rain we wouldn't have washed the car."
"2917","¿Sabías que mis amigas se fueron de vacaciones?","Did you know that my friends went on vacation?"
"2918","No apenas lo supe esta mañana.","No I just found out this morning."
"2919","También supe que fueron a Colorado.","I also learned that they went to Colorado."
"2920","Que yo sepa ellos terminaron el proyecto.","To the best of my knowledge they finished the project."
"2921","Estas cocaditas hechas por Betty saben a gloria.","These macaroon cookies made by Betty are delicious."
"2922","Se saben al dedillo los verbos.","They know the verbs perfectly."
"2923","informar","to inform, to find out, to be informed"
"2924","¿Te informé que los turistas llegan mañana por la mañana?","Did I inform you that the tourists arrive tomorrow morning?"
"2925","No, me informé por medio de Mayela.","No, I found out through Mayela."
"2926","El ministro ha informado a la nación sobre la guerra.","The prime minister has informed the nation about the war."
"2927","¡Infórmame cuando estés listo!","Let me know when you are ready."
"2928","dormir","to sleep, to rest"
